1.70601e-300, 3.79781, 5.32064, 1.58771e-300, 
1.52687e-300, 3.39093, 4.72311, 1.40525e-300, 
1.36315e-300, 3.0229, 4.1954, 1.24595e-300, 
1.21512e-300, 2.69221, 3.72815, 1.10592e-300, 
1.08215e-300, 2.39626, 3.31376, 9.823e-301, 
9.63166e-301, 2.13206, 2.94588, 8.72867e-301, 
8.56958e-301, 1.89655, 2.6191, 7.75829e-301, 
7.62291e-301, 1.68682, 2.3287, 6.89691e-301, 
6.77989e-301, 1.50015, 2.07058, 6.13179e-301, 
